raw_question,correct_answer
Brazil is the world's biggest coffee producer. What is the second biggest?,"['Độc lập - tự do - hạnh phúc', 'Cộng Hòa Xã Hội Chủ Nghĩa Việt Nam', '越南社會主義共和國', 'ISO 3166-1:VN', 'SRVN', 'VIETNAM', 'CHXHCN Vietnam', 'Viet Nam Socialist Repub', 'SRoV', 'S.R. Vietnam', 'Languages of Viet Nam', 'Communist Vietnam', 'Red Vietnam (modern)', 'Doc lap, tu do, hanh phuc', ""People's Republic of Vietnam"", 'VietNam', 'Việtnam', 'Socialist Republic of Viet Nam', 'Yue Nan', 'Viêtnam', 'Độc lập, tự do, hạnh phúc', 'SR Vietnam', 'Yuenan', 'Vietman', 'Vietnarm', 'Viet nam', 'Veitnam', 'Languages of Vietnam', 'Viêt Nam', 'Vietnam', 'The Socialist Republic of Vietnam', 'Cong Hoa Xa Hoi Chu Nghia Viet Nam', 'Etymology of Vietnam', 'Socialist Republic of Vietnam', 'Doc lap - tu do - hanh phuc', 'Cộng hòa Xã hội Chủ nghĩa Việt Nam', 'Viet-Nam', 'Viet Nam', 'Vjet-Namo', 'Cong hoa Xa hoi Chu nghia Viet Nam', 'Vietnamese Republic', 'Việt Nam']"
"In 1953, Edmund Hillary and Tenzing Norgay became the first men to reach the summit of which mountain?","['Mt. Everest expedition', 'Jhomolangma', 'Shèngmǔ Fēng', 'Qomolangma', 'Mount Hymalaya', 'Mount Sagarmāthā', 'Mt. Everest', 'Forehead of the Sky', 'Qomolangma Feng', 'Hillary Step', 'Zhumulangma', 'Mount everest', 'Mount Everest', 'Chomolungma', 'Mont Everest', 'Highest mountain in the world', 'Mt. Qomolangma', 'Chumulangma', 'Peak 15', 'Zhūmùlǎngmǎ Fēng', 'Chomolangma', 'Sargamatha', 'Peak XV', 'Mount Sagarmatha', 'Everest, Mount', 'Yellow Band', 'Mount Everast', 'Mt Everest', '聖母峰', 'Everest (mountain)', 'Zhumulangma Feng', 'Highest mountain in Asia', 'Qolomongma', 'सगरमाथा', '珠穆朗玛峰', 'Everest, Mount (China and Nepal)', 'Everest', 'Shengmu Feng', 'Mount Everist', 'Mount Qomolangma', 'Devgiri', 'Mount Evrest', 'Mount Chomolungma', 'Mount Qolomongma', '珠穆朗瑪峰', 'Mt everest']"
The space transport company launched in 2015 by Jeff Bezos is called?,"['Blue Origin', 'West Texas Launch Site', 'West Texas launch site', 'Gradatim ferociter', 'BE-3U', 'Blue Origin Charon', 'Blue Origin orbital launch vehicle']"
What is the name of the pub in the TV series Born and Bred,"[""Signalman's Arms""]"
What popular female rapper wears a pink wig?,"['Niki Minaj', 'Its Barbie Bitch', 'Nicki+Minaj', 'Nicki Minaj', 'Nick Minaj', 'Nikki Minaj', 'Minajesty (perfume)', 'Nicki World: Barbie Story', 'Nicki Minaj Collection', 'Nicki Miraj', ""It's Barbie Bitch"", 'Nicki Minaj on Twitter', 'Sucka Free', 'Harajuku barbie', 'Nicky Minaj', 'The Pink Print... The World Tour', 'Onika Maraj', 'Nicki Minage', 'Martha Zolanski', 'The Nicki Minaj Collection', 'Minajesty', 'Roman Reefer', 'Nicki the Harajuku Barbie', 'List of Nicki Minaj concert tours', 'Nicki Maraj', 'Roman Zolanski', 'Minaj', 'Onika Tanya Maraj', 'The Nicki Effect', 'Minajesty (fragrance)', 'Nicki the Boss', 'NickiMinaj', 'Nicki the Ninja', 'Nicki minaj', 'Dirty Money Entertainment']"
"Columbus, Ohio resident Dave Thomas opened the first of what restaurant chain on November 15, 1969?","['Quality is our recipe', 'Wendys', 'Wendys Old Fashioned Burgers', 'Oldemark', ""Wendy's restaurant"", 'Jr. Bacon Cheeseburger', ""Wendy's Combos"", ""Spicy Chicken (Wendy's)"", ""Wendy's Restaurants"", 'Give a little nibble', 'Wenboro Food', 'Meatcube', ""List of countries with Wendy's franchises"", ""Wendy's Original Restaurant"", ""Wendy's restaurants"", ""Wendy's Old Fashioned Hamburgers"", 'Wendy’s', ""Wendy's Kids' Meal"", 'Wendys Restaurant', 'Junior Bacon Cheeseburger', 'Wendy Burger', ""Wendy's Restaurant"", ""Wendy's"", ""Wendy's Old Fashioned Burgers"", 'Garden Sensations Salads']"
Phillips Idowu and Nathan Douglas represent Great Britain in which athletics discipline?,"['THE TRIPLE JUMP', 'Triple jumper', 'Hop, skip and jump', 'Triple Jump', 'Hop, step and jump', 'Triple-jump', 'Hop, skip, and a jump', 'Triple jump']"
What is sports presenter and former goalkeeper Bob Wilson's middle name,"['Primerole', 'PRIMROSE', 'Primroses', 'Primrose', 'Primrose (disambiguation)']"
"Claiming to be the largest independent new and used bookstore in the world, what downtown Portland institution occupies over 68,000 sq feet of retail floor space?","['Powell (disambiguation)', 'Powell']"
Which Greek physician born in 460 BC to a family of priests and doctors lived most of his life on Cos and Cnidus and is generally considered to be the father of modern medicine?,"['Hipocrates', 'Hypocrates', 'Natura sanat, medicus curat', 'Hippo Crates', 'Hippocratic school of medicine', 'Hypocretes', 'Hippokrates', 'Hippocrates of Kos', 'Hippocrates of Cos', 'Ἱπποκράτης', 'Hippocratic', 'Hippocrates', 'Hippokrates of Kos', 'Father of western medicine', 'Hipocretes', 'The father of medicine']"
Which Italian opera has a title meaning 'The strolling players (or clowns)'?,"['Poliachi', 'Players (opera)', 'Pagliacci, I', 'I pagliacci', 'I, Pagliacci', 'Recitar', 'Pagliaci', 'Nedda', 'Pagliaccio', 'I Pagliacci', 'Pagliacci']"
What is used on a greyhound racetrack to induce the dogs to race?,['A moving lure']
What exam must be passed to practice law in the United States?,"['Multistate Essay Exam', 'Multistate Bar Exam', 'Multi state bar exam', 'Bar test', 'Bar Exam', 'NCBE', 'Bar Examination', 'Bar exam', 'National conference of bar examiners', 'Multistate Performance Test', 'Multistate Essay Examination', 'Bar exams', 'Bar examination', 'National Conference of Bar Examiners', 'Multistate Bar Examination']"
Which poet wrote the line 'Gather Ye Rosebuds Whilst Ye May'?,"['Herrickian', 'ROBERT HERRICK', 'Robert Herrick', 'Robert Herrick (disambiguation)', 'Herrick, Robert']"
"""What is a 'mondegreen', two examples of which are """"there's a bathroom on the right"""" and """"'scuse me while I kiss this guy""""?""",['Mishearing of a phrase in a song']
"""In 1968, which book by Philip K Dick was published that became the basis for the 1982 film """"Blade Runner""""?""",['Do Androids Dream of Electric Sheep?']
"US Army WWI most decorated war dog, and highest ranking?","['Sergeant Stubby', 'Sergeant stubby', 'Sgt Stubby']"
Which jazz band played at the marriage of Charles and Diana,"[""Kenny Ball's Jazzmen""]"
From what island destination was HMS Bounty returning when its famous mutiny occurred?,"['Otaheiti', 'Pacific/Tahiti', 'Taiti', 'Kahiki', 'Tahitian Politics', 'Otaheite', 'Politics of Tahiti', 'Demographics of Tahiti', 'History of Tahiti', 'Tahiti', 'Culture of Tahiti', 'Tahiti, French Polynesia', 'Tahitian political parties']"
What is the meaning of the word 'Bad' when included in a German place name?,"[""It's a spa town""]"
What is the name of the coarse woollen textile used to cover snooker tables?,"['Baizes', 'Baize']"
In which county is Taunton?,"['Town of Somerset', 'Somersetshire', 'County of Somerset', 'Highway, Somerset', 'Somersett', 'Villages in Somerset', 'Somerset, England', 'Sormersetshire', 'Somerset (rump)', 'Nether Wessex', 'Somersetshire, England', 'Somerset', 'Outer Wessex']"
La Giralda is the bell tower of which Spanish cathedral?,"['Sevillian', 'The weather in Sevilla', 'Sevilla, Spain', 'Hispalis', 'Seville, Spain', 'Hispalenses', 'Sevilla', 'Hispalense', 'Ishbiliya', 'Seville', 'Sevilla, Seville', 'NO8DO', 'Sevilla, Sevilla', 'UN/LOCODE:ESSVQ', 'Sevillano', 'Seville, Seville', 'The weather in Seville', 'Sevillanos']"
"""In any version of the TV series """"Law & Order"""", the opening credits start with the actors playing what parts?""","['Police', 'Law enforcer', 'Police Department', 'City Police', 'Rozzers', 'Bobbies', 'Scuffer', 'Prohibition agent', 'Policeforces', 'Policing', 'Po-Po', 'Global policing', 'Drug busting', 'Police force', 'Police unit', 'Scuffers', 'Armed police', 'Police protection', 'Police Force', 'Police departments', 'Criminal Enforcement', 'Police work', 'Police forces', 'Public police', 'Armed Police', 'Police service', 'Civilian police', 'Law enforcers', 'Police department', 'Law enforcement agent', 'Department of Police', 'Cop(police)', 'Law inforcer', 'Police weapons']"
What was White in a 1982 single by Nazareth?,"['Bycicle', 'Pedal bicycle', 'Bicycles', 'Bicycle', 'Pedal cycle', 'Dutch bicycles', '🚲', 'Bicicletta', 'Bikes', 'Pedalcycle', 'Pedal bike', 'Push bike', 'Push-bike', 'Bycycle', 'Pushbike']"
"Name the fantasy North Wales village used in film and TV (notably the 1960s 'The Prisoner' series), at one time directly related to a porcelain company of the same name which now owns the Spode and Royal Worcester brands?","['Portmeiron', 'Portmerion', 'Portmeirion', 'Port Meirion', 'Port Merrian', 'Hotel Portmeirion']"
The 1980’s UK television series ‘Bergerac’ was set on which island?,"['Bailliage dé Jèrri', 'Jersey bibliography', 'Isle of Jersey', 'Jersey', 'Jersey, Channel Islands', 'Channel Islands/Jersey', 'Jèrri', 'GBJ', 'Jersey/Military', 'Jersey Film Festival', 'Bailiwick of Jersey', 'Channel Islands (Jersey)', 'Old Jersey', 'ISO 3166-1:JE', 'Jerzenez', 'Bailliage de Jersey', 'Europe/Jersey', 'Island of Jersey', 'Angia']"
"In the kitchen, what would a mandolin be used for?","['Slicing', 'Slicing (disambiguation)']"
In Rudyard Kipling's 'Jungle Book' What was the name of the mongoose?,"['Rikki Tikki Tavi', 'Rikki-Tikki', 'Rikki-Tikki-Tavi', 'Darzee', 'Chuchundra', 'Riki Tiki Tavi', 'Rikki-Tikki Tavi', 'Nagina (Jungle Books)', 'Nag (Jungle Books)', 'Works related to Rikki-Tikki-Tavi', 'Rikki Tiki Tavi', 'Nagaina (Jungle Books)', 'Rikki-tikki-tavi', 'Rikki Tikki', 'Rikki-Tikki-Tavi (character)']"
"What Crayola crayon color, starting with the letter P, is a pale blue?","['Periwinkles', 'Periwinkle (herb)', 'Perriwinkle', 'Periwinkle (disambiguation)', 'Periwinkle (botany)', 'Periwinkle', 'Periwinkle (plant)', 'Perrywinkle']"
Which two countries have a border with Liechtenstein?,['Switzerland and Austria']
What does the jewel in the centre of a Buddhists head signify,"['Third Eye', 'The third eye', 'The Third Eye', 'Third Eye (album)', 'The Third Eye (film)', 'A third eye', 'Third eye (disambiguation)']"
Which pantomime is about the Lord Mayor of London?,"['Dick Whittington', 'Richard Whittington', 'Sir Richard Whittington', 'Dick Wittington']"
The twisted tusk of which sea creature is said to protrude from a unicorns head?,"['Narwahl', 'Unicorn Whale', 'Narwale', 'Narwhale', 'Narwhal', 'Monodon monoceros', 'Narwall', 'Narval', 'Narwhals', 'Arctic unicorn', 'Norwhal whale', 'Monodon', 'Sea unicorn', 'Norwhal whales']"
"Which city on the mainland is the island of Montecristo, famous from the Victor Hugo novel, closest to?","['Piombino', 'Piombino, Italy']"
What is the name of the fictional road on the council estate to which the Queen and her family have to move in the 1992 novel ‘The Queen and I’ by Sue Townsend?,['Hellebore Close']
Which British motor cycle manufacturer made the Manx,"['Nortonz', 'Norton', 'Norton (disambiguation)']"
In which building is London’s Whispering Gallery?,"[""St. Paul's Churchyard"", 'London Cathedral', ""St Paul's Churchyard"", ""Saint Paul's Cathedral, London"", 'Great Paul', ""St. Paul's Cathedral, London"", ""St Paul's Cathedral"", ""Saint Paul's Cathedral"", 'St. Paul’s Cathedral', 'St pauls cathedral', 'St. Pauls Cathedral', ""St.Paul's Cathedral"", ""St. Paul's Cathedral"", 'St Pauls Cathedral', ""Saint-Paul's Cathedral"", 'St Paul’s Cathedral', 'Cathedral Church of St Paul', ""St Paul's Cathedral, London"", ""Saint Paul's Cathedral (London)"", ""St Paul's cathedral"", ""St. Paul's cathedral""]"
"'Proud Mary', 'Bad Moon Rising', 'Green River' were all in the UK charts in 1969, who released them?","['Creedence Clearwater revival', ""'CREEDANCE CLEARWATER REVIVAL'"", 'Creedence', 'Creedence Clearwater', 'Creedence Clear Water Revival', 'Creedence clearwater revival', 'Creedence Clearwater Revival (band)', 'Creedence clearwater', 'CCR (band)', 'Credence clearwater revival', 'Creedance clearwater', 'Creedence Clearwater Revival', 'Stu Alden Cook', 'Reedence Clearwater Revival', 'Creedance Clearwater Revival', 'Stu A. Cook', 'Stuart Alden Cook', 'Creedence clearwater revivial', 'Credance Clearwater Revival', 'Stuart A. Cook', 'Creedance', 'Credence Clearwater Revival']"
Which US actress was born Edna Gillooly in 1932?,"['Ellen Burstyn', 'Ellen McRae', 'Edna Rae Gillooly', 'Neil burstyn', 'Neil Burstyn', 'Ellen MacRae']"
Which English Premier League football club has the motto ‘Audere est Facere’ (To Dare is to Do)?,"['Tottenham Hotspurs F.C.', 'Tottenham Hotspur F. C.', 'Spurs manager', 'Tottenham Hotspur Foundation', 'Tottenham Hostpur', 'Tottenham FC', 'The lilywhites', 'Hotspur F.C.', 'Hotspur Football Club', 'Tottenham Hotspur F C', 'Hotspurs', 'COYS', 'Hotspur (disambiguation)', 'Tottenham Hotspur F.C', 'THFC', 'Tottenham Hotspurs', 'Tottenham Hotspur F.C.', 'Tottenham Hotspur Football Club', 'Hotspur', 'Tottenham Hotspur FC', 'Tottenham Hotspur', 'Thfc', 'Tottenham Hotspurs FC', 'Audere est facere', 'FC Tottenham', 'Spurs FC', 'Yid Army']"
Who composed the 'Warsaw Concerto'?,"['Richard Addinsell', 'Addinsell, Richard', 'Addinsell', 'Richard Addinsel']"
"Ending humiliatingly for Italy, which country did Mussolini try to invade in October 1940?","['Yunanistan', 'Griekenland', 'Hellenic republic', 'Elláda', 'Graecia', 'GREECE', 'The Hellenic Republic', 'Ελλάς', 'Eládha', 'Yananistan', 'Republic of Greece', 'Elliniki Dimokratía', 'Picki u dusa', 'République hellénique', 'Social issues in Greece', 'Hellas', 'Hellenic Republic', 'Republique hellenique', 'Eladha', 'Ελλάδα', 'Grèce', 'Elliniki Dimokratia', 'Greece', 'Temporary Government of National Defence', 'Griechenland', 'Grcija', 'Ellada', 'Hellada', 'Greek Republic', 'Grece', 'Ελληνική Δημοκρατία', 'Grcka', 'Political history of Greece', 'Ellīnikī́ Dīmokratía', 'Macedonian Greece', 'History of North Greece', 'ISO 3166-1:GR', 'Grecce', 'Elás', 'Hellás', 'Ελλας', 'Greek law (Hellenic Republic)']"
"The first woman to win Time Magazine's Man of the Year was in 1936, she was an American who became much better known in the UK, who was she?","['Mrs Simpson', 'Wallace Warfield Simpson', 'Wallis Warfield', 'Wallis Simpson (Duchess of Windsor)', 'Wallis Warfield Simpson, Duchess of Windsor', 'Bessie Wallis Warfield Spencer Simpson Windsor', 'Duchess of Windsor', 'Wallis Warfield Windsor', 'Wallis Warfield Spencer', 'Wallis Windsor', 'Wallace Warfield', 'Bessie Wallis Warfield Spencer Simpson', 'Wallace Simpson', 'Her Royal Highness The Duchess of Windsor', 'Wallis Warfield, Duchess of Windsor', 'Wallis Warfield Simpson', 'Bessie Warfield', 'Wallis, The Duchess of Windsor', 'Wallis Duchess of Windsor', 'Wallis Spencer', 'Bessie Wallis Warfield', 'Elizabeth Warfield', 'The Duchess of Windsor', 'Wallis Simpson', 'Wallis, Duchess of Windsor']"
Who wrote Sergeant Musgrave's Dance?,"['JOHN ARDEN', 'John Arden']"
"Duc de Blangis, the Bishop, the Président de Curval and Durcet are the four libertines who seek extreme gratification by isolating themselves with a harem in the castle of Saint-Martin-de-Belleville, France in what controversial 1785 book?",['The 120 Days of Sodom by Marquis de Sade']
"To ten thousand square miles, what is the area of Arizona?","['114000 area', '114,000 square miles', 'one hundred and fourteen thousand  area']"
"An 1885 ceremony conducted by Sir Donald Smith in Craigellachie, British Columbia, Canada, marked what event?",['Completion of the The Canadian Pacific Railway']
"""What city is also called """"Nola"""" and """"The Big Easy""""?""","['Big EZ', 'New Orléans, LA', 'Nouvelle-Orleans', 'No Orleans', 'City of New Orleans, Louisiana', 'New Orleans, Louisiana, U.S.A.', 'City of new orleans', 'Orleans Parrish', ""N'awlins"", 'New Orlean', 'New Orleans, La.', 'Orleans Parish/New Orleans, Louisiana', 'Orléans, Louisiana', 'Orleans Parish, LA', 'New Orleans', 'New Orleans County', 'The Big EZ', 'Nawlins', 'Little Woods, New Orleans', 'Orleans, Louisiana', 'New Orléans', 'Orleans Parish/City of New Orleans, Louisiana', 'North Shore Broadcasting', 'Entercom (New Orleans)', 'New Orleans (La.)', 'NOLA', 'Nouvelle-Orléans', 'New Orleans, USA', 'New Orleans, Lousiana', 'UN/LOCODE:USMSY', 'No Orleans, Louisiana', 'New Orleans, Louisiana, USA', 'The City of New Orleans', 'Orleans Parish, Louisiana', 'New Orleans (LA)', 'Cresent City', 'Orleans Parish', 'City of New Orleans', 'The Big Easy', 'The Crescent City', 'Big Easy', 'Parish of Orleans', 'La Nouvelle-Orleans', 'Nova Orleans', 'Choppa city', 'La Nouvelle-Orléans', 'New Orlians', 'The City That Care Forgot', 'New Orleans, Louisiana', 'Norleans', 'New orleans', 'New Orleans, LA', 'New Orleans , LA', 'New Orléans, Louisiana']"
When something is more elaborately produced than necessary this is said to be '(What?) the (What?)?,['Over-egging the pudding']
Which UK television series starred Ross Kemp as a tough SAS officer?,"['Weapon of Choice (Ultimate Force)', 'The Battle of Galashki', 'Ultimate Force', 'List of Ultimate Force episodes']"
Which American General later President won the Battle of Horseshoe Bend?,"['Seventh President of the United States', 'Andrew Jackson presidency', 'Andrew Jackson/Second Inaugural Address', 'Andrew Jacksons presidency', 'Sharp Knife', 'President Andrew Jackson', 'Andrew Jackson assassination attempts', 'Jacksoninan Party (United States)', 'Jackson administration', 'Elizabeth Hutchinson Jackson', '7th President of the United States', 'ANDREW JACKSON', 'Andrew Jackson/First Inaugural Address', 'Andrew Jackson, Sr.', 'Age of Jackson', 'Hero of New Orleans', 'President Jackson', 'Jackson Administration', 'Robert B. Randolph', 'Jacksons bank veto', 'Andrew jackson', 'President Andrew Jackson’s', 'Andrew Jackson']"
At which European winter sports resort is the Cresta Run?,"['St. Moritz (Graubünden)', 'Saint Moritz', 'San Moritz', 'San Murezzan', 'St.-Moritz', 'St. Moritz GR', 'St. Moritz', 'St-Moritz', 'St.Moritz', 'St Moritz', 'Sankt-Moritz', 'Saint-Moritz', 'Sankt Moritz', 'St. Moritz (Graubuenden)', 'St. Moritz, Switzerland', 'St. Mortitz', 'St. Moritz (Grisons)', 'St. Moritz (Graubunden)']"
Who was the first President of the French Fifth Republic?,"['Charles de Galle', 'Charles de Gaulle', 'Charles De Gaul', 'Charles Degaulle', 'General de Gaulle', 'Charles Andre Joseph Marie de Gaulle', 'De Gaulle, Charles Andre Joseph Marie', 'Général de Gaulle', 'Charles de gaulle', 'De Gaulle, Charles André Joseph Marie', 'Charles de Gaule', 'General Charles de Gaulle', 'General De Gaulle', 'De Gaulle', 'Charles Andre Joseph Marie De Gaulle', 'DeGaulle', 'Général De Gaulle', 'Degaulle', 'Charles de Gualle', 'Charles de Gaulle of France', 'Charles de Gaul', 'The Army of the Future', 'Charles De Gaulle', 'General DeGaulle', 'Charles de gualle', 'Charles André Joseph Marie De Gaulle', 'Charles DeGaulle']"
